,feature,class_label
42,"[[-145.90060997 -149.98266402 -152.09280474 ... -154.973887
  -154.46455075    0.        ]
 [  98.79333707  109.18088794  119.1907054  ...  118.97513443
   113.76633995    0.        ]
 [  -5.25222827  -11.63355323  -24.11094557 ...  -24.88872483
   -16.80564412    0.        ]
 ...
 [   4.99662667    2.44680931    4.01747156 ...    4.8561212
     4.2283567     0.        ]
 [  -1.76010918   -1.56984304   -7.07571107 ...   -3.66562709
    -6.87853124    0.        ]
 [   2.40084441    5.63746291    2.12425995 ...    4.05111034
     1.87530133    0.        ]]",engine_idling
43,"[[-1.41393051e+02 -1.54119814e+02 -1.60241048e+02 ... -1.56852316e+02
  -1.50467574e+02  0.00000000e+00]
 [ 1.02999769e+02  1.11734746e+02  1.21502120e+02 ...  1.20830182e+02
   1.12054468e+02  0.00000000e+00]
 [-2.17186545e+01 -2.27868733e+01 -2.31197370e+01 ... -2.31521278e+01
  -2.63725560e+01  0.00000000e+00]
 ...
 [ 2.57175746e+00  1.22886252e+00  3.58187914e+00 ...  4.14648522e+00
   2.37997660e+00  0.00000000e+00]
 [-6.09229880e-01 -4.10674659e+00 -5.49293511e+00 ... -4.13916015e+00
  -2.41312376e+00  0.00000000e+00]
 [-1.17637612e-01 -1.53030934e-02  3.09786450e+00 ...  4.49263664e+00
   4.65925461e+00  0.00000000e+00]]",engine_idling
44,"[[-154.25050776 -148.71011751 -156.85505156 ... -155.71506451
  -158.48036535    0.        ]
 [ 107.83805135  106.53375332  110.29683514 ...  111.68736632
   111.87834006    0.        ]
 [ -14.06284048  -20.07159526  -26.57446131 ...  -25.48832095
   -22.06871535    0.        ]
 ...
 [  -1.95775365    0.92765044    4.54797168 ...   -2.62649845
    -8.08490838    0.        ]
 [  -7.00400041   -9.06475221   -4.79345796 ...   -4.42148994
    -7.20548497    0.        ]
 [   9.69764386    0.60417827    0.51682907 ...    5.72254063
     4.32959433    0.        ]]",engine_idling
45,"[[-1.48132953e+02 -1.44512199e+02 -1.49884530e+02 ... -1.41314764e+02
  -1.41456005e+02  0.00000000e+00]
 [ 9.31378723e+01  9.91817872e+01  1.05268608e+02 ...  1.08159817e+02
   9.85754896e+01  0.00000000e+00]
 [-8.43423931e+00 -1.92292153e+01 -2.94684175e+01 ... -2.85745420e+01
  -2.34481087e+01  0.00000000e+00]
 ...
 [-1.58421195e-01 -2.61714025e+00 -6.11711431e+00 ... -4.22187662e+00
   4.29252531e+00  0.00000000e+00]
 [-2.86969971e-01  1.54087552e+00 -3.25257586e-01 ... -1.33755662e+00
   1.16911860e+00  0.00000000e+00]
 [ 3.28697010e+00  4.42352328e+00  5.83511396e+00 ... -3.90835206e-02
  -2.10050378e+00  0.00000000e+00]]",engine_idling
46,"[[-136.68273801 -123.35640629 -108.2986053  ... -148.11206715
  -145.10661797    0.        ]
 [  88.87045742  119.66158525  142.83958103 ...  107.88504634
   102.08522725    0.        ]
 [  -7.44821615   -4.04945655   -6.99494211 ...  -19.62934943
   -16.20131193    0.        ]
 ...
 [  -3.92105988   -5.70214836   -6.27818594 ...   -3.66054052
    -3.52966205    0.        ]
 [   0.36225516   -4.32435989   -4.63559179 ...   -2.93009288
    -6.45567091    0.        ]
 [   1.34602287    1.77558532    2.28702497 ...    8.25096243
     2.09965624    0.        ]]",engine_idling
47,"[[-199.44366154 -197.59542545 -199.98019311 ... -183.61293027
  -174.58745216    0.        ]
 [ 132.87981643  141.60312237  155.58912732 ...  131.91927258
   123.24475349    0.        ]
 [ -69.96693287  -73.98761882  -80.07917869 ...  -74.16273636
   -64.59276847    0.        ]
 ...
 [  -5.22340495   -1.98270317   -3.35075834 ...  -11.51846713
    -4.68687774    0.        ]
 [  -7.07425722   -3.01307028   -3.59844028 ...   -4.70386042
    -1.35633846    0.        ]
 [  -5.41347349   -4.26005496  -10.18682435 ...   -3.55855953
    -1.85174757    0.        ]]",siren
48,"[[-1.61840151e+02 -1.67345795e+02 -1.76291553e+02 ... -1.82374376e+02
  -1.70921658e+02  0.00000000e+00]
 [ 1.16976640e+02  1.28007754e+02  1.36589156e+02 ...  1.26312363e+02
   1.23854540e+02  0.00000000e+00]
 [-8.60110130e+01 -8.03035982e+01 -8.10941794e+01 ... -7.82615053e+01
  -6.82914311e+01  0.00000000e+00]
 ...
 [-7.65687900e+00 -8.18736833e+00 -8.61603034e+00 ... -2.30491561e+00
  -4.87693367e+00  0.00000000e+00]
 [-7.60124616e+00 -8.85337476e+00 -6.87820874e+00 ... -3.19895210e-02
  -2.04255182e+00  0.00000000e+00]
 [-3.18158292e+00 -1.81399653e+00 -1.64511890e+00 ... -1.09401069e+01
   1.66335244e+00  0.00000000e+00]]",siren
49,"[[-212.16931425 -213.50321607 -224.95007638 ... -263.92604206
  -264.0515594     0.        ]
 [ 131.44999925  143.06414243  150.75112375 ...  160.88603189
   154.39265376    0.        ]
 [ -59.22899026  -63.08830333  -64.20501691 ...  -63.67815969
   -69.9410422     0.        ]
 ...
 [  -2.48909149    1.48183251    3.22238567 ...   -5.59486915
   -12.23048273    0.        ]
 [  -2.23696563    1.68131179    1.24148831 ...   -5.42494605
    -9.37284072    0.        ]
 [  -7.69977596   -8.89363863  -13.53527189 ...   -6.55360313
    -2.34289489    0.        ]]",siren
50,"[[-220.26676328 -226.64759594 -238.59674888 ... -267.30885158
  -269.49021322    0.        ]
 [ 151.62298934  153.61622744  161.32827038 ...  177.41324442
   169.34665198    0.        ]
 [ -57.02364565  -65.22074593  -73.30801458 ...  -65.42054595
   -62.81018331    0.        ]
 ...
 [   6.17219266    7.51511328    2.44211667 ...    0.73465447
    -3.53074024    0.        ]
 [   0.30669321    5.56116531    5.26417824 ...   -3.64236727
    -7.26646061    0.        ]
 [   5.64204022    8.74205617    6.63732137 ...   -4.35322673
    -3.60421642    0.        ]]",siren
51,"[[-250.38355774 -253.31597181 -270.79558499 ... -282.41796035
  -285.61232119    0.        ]
 [ 136.20263115  148.7522489   157.58781152 ...  158.50283725
   154.16848777    0.        ]
 [ -45.27469405  -51.98716821  -66.12121437 ...  -52.8189768
   -49.89018456    0.        ]
 ...
 [  -2.66510802   -3.58941301   -4.37780561 ...    1.03906038
    -2.66804662    0.        ]
 [  -9.06979447   -7.84769564   -3.0076086  ...   -1.28929141
    -6.66568096    0.        ]
 [ -11.20551671   -7.4195044    -3.98659764 ...   -4.93349351
    -6.61650517    0.        ]]",siren
52,"[[-262.44349974 -263.86309109 -266.85910692 ... -298.50043201
  -305.27287799    0.        ]
 [ 150.78534093  161.2077684   175.10413931 ...  161.10768194
   150.14431313    0.        ]
 [ -53.11310502  -56.79549308  -63.84217712 ...  -55.10704474
   -50.21615225    0.        ]
 ...
 [  -0.88611991   -3.46082586   -5.23289906 ...   -5.7590374
    -7.05280247    0.        ]
 [  -4.10143392   -2.14572235   -1.03868111 ...   -6.73632045
    -6.14964997    0.        ]
 [  -8.07430643   -5.63828518   -3.89748178 ...   -4.44619127
    -4.88263498    0.        ]]",siren
53,"[[-283.33770815 -276.22279032 -277.88928234 ... -304.23883506
  -291.23577069    0.        ]
 [ 134.12004593  135.27492034  147.57018103 ...  161.83373264
   154.11585757    0.        ]
 [ -36.05729836  -39.31359138  -54.986904   ...  -51.91397549
   -56.15839815    0.        ]
 ...
 [   1.25062212    1.83420459   -1.63558831 ...   -3.27497495
    -2.99961217    0.        ]
 [   0.32292611    3.31734729   -1.893767   ...   -4.02345538
    -2.62906663    0.        ]
 [  -5.80862918   -6.3045123    -2.69804933 ...   -1.84741999
    -2.59110181    0.        ]]",siren
54,"[[-3.04372947e+02 -3.05225453e+02 -2.99902043e+02 ... -3.05130066e+02
  -3.05032750e+02  0.00000000e+00]
 [ 1.57974483e+02  1.58207053e+02  1.52440344e+02 ...  1.48401762e+02
   1.48139259e+02  0.00000000e+00]
 [-4.99518126e+01 -5.14514508e+01 -4.63381414e+01 ... -4.12635110e+01
  -3.84558377e+01  0.00000000e+00]
 ...
 [ 2.20709085e+00  7.50969544e-01 -9.94867954e-01 ... -7.17586478e-01
   2.49485978e-01  0.00000000e+00]
 [ 4.54410739e-01 -3.63777136e-01 -1.59353751e+00 ... -2.53069641e-01
  -1.23771532e+00  0.00000000e+00]
 [-5.63205883e+00  2.28260721e-01 -4.81344414e+00 ... -5.18395339e+00
  -1.01387895e+01  0.00000000e+00]]",siren
55,"[[-173.61446935 -175.29741994 -183.75133292 ... -164.31588387
  -158.80489986    0.        ]
 [ 142.70969215  142.24729233  133.95175661 ...  120.56467039
   118.25622262    0.        ]
 [ -75.42775137  -75.43315915  -82.91946579 ...  -62.98680064
   -63.67758295    0.        ]
 ...
 [  -1.32113688   -6.62239086  -10.565287   ...    3.52138946
    -1.86888218    0.        ]
 [  -6.09136094   -3.91403911   -4.43512756 ...    4.19595028
    -2.28700479    0.        ]
 [  -3.49184103   -3.94729129   -2.6253459  ...   -8.42747973
    -7.57991454    0.        ]]",siren
56,"[[-1.66490185e+02 -1.75007798e+02 -1.85521768e+02 ... -1.61933812e+02
  -1.49822984e+02  0.00000000e+00]
 [ 1.18450568e+02  1.18022824e+02  1.30834361e+02 ...  1.25501240e+02
   1.25555962e+02  0.00000000e+00]
 [-5.79378131e+01 -6.53434266e+01 -7.51270949e+01 ... -8.01111376e+01
  -7.84998215e+01  0.00000000e+00]
 ...
 [-3.13535474e-01 -2.82881346e-01  1.26472446e+00 ... -1.52746361e+01
  -1.81894191e+01  0.00000000e+00]
 [ 5.50537882e-01  9.12310010e-02  3.99473998e-01 ... -6.06689815e+00
  -7.30399194e+00  0.00000000e+00]
 [-9.29579750e+00 -1.17919724e+01 -1.32744843e+01 ...  4.17828726e-01
   5.36230491e+00  0.00000000e+00]]",siren
57,"[[-1.63704297e+02 -1.62515630e+02 -1.66193552e+02 ... -1.86198217e+02
  -1.85140156e+02  0.00000000e+00]
 [ 1.32484792e+02  1.29237935e+02  1.22492366e+02 ...  1.23401146e+02
   1.24842381e+02  0.00000000e+00]
 [-6.06187522e+01 -6.15069304e+01 -6.44649143e+01 ... -6.92307791e+01
  -6.27454371e+01  0.00000000e+00]
 ...
 [-1.11033747e+00  1.89781127e+00  2.64137175e+00 ... -5.49604310e+00
  -7.38257603e+00  0.00000000e+00]
 [ 2.46164026e-02  2.72841519e+00  1.33049160e+00 ...  1.04991293e+00
   5.29980513e+00  0.00000000e+00]
 [-1.54699377e+01 -1.45538694e+01 -1.31054435e+01 ...  1.20069554e+00
   3.94685494e+00  0.00000000e+00]]",siren
58,"[[-146.6843698  -153.5608611  -166.85870625 ... -203.32461724
  -211.78479976    0.        ]
 [ 121.44801325  120.58425335  128.54388773 ...  129.54502251
   133.16273579    0.        ]
 [ -72.53861323  -71.48913965  -73.2159714  ...  -65.25699494
   -67.04860332    0.        ]
 ...
 [  -9.87930575  -14.82099035  -17.63614184 ...  -10.6059603
   -12.46537692    0.        ]
 [  -4.89482297   -3.45122071   -1.71572892 ...   -2.32900741
     3.1609672     0.        ]
 [   2.21812229    5.78953683    4.31345545 ...    8.19741314
     5.73303835    0.        ]]",siren
59,"[[-183.42951769 -187.31721241 -198.70713748 ... -187.30519252
  -189.55527166    0.        ]
 [ 128.5328708   132.56689229  130.54041436 ...  120.26252834
   120.80996143    0.        ]
 [ -60.43943642  -66.45403416  -71.68235778 ...  -63.98019559
   -70.07584848    0.        ]
 ...
 [ -12.5267143   -15.23626108  -17.35750525 ...   -5.31949713
    -7.97598398    0.        ]
 [  -0.50017631   -4.44210627   -4.68856171 ...    1.45059911
    -4.78224837    0.        ]
 [   2.4523311    -1.43709064   -2.23707243 ...   -6.09499572
    -9.08273245    0.        ]]",siren
60,"[[-204.47965444 -204.12418313 -212.54643608 ... -198.86381314
  -192.74349139    0.        ]
 [ 138.43970583  143.18677915  148.28972577 ...  132.37123183
   125.54071057    0.        ]
 [ -63.09723576  -70.32267908  -73.29936716 ...  -71.58069829
   -74.77207226    0.        ]
 ...
 [  -8.4475791    -7.72482667   -7.84152711 ...   -4.60288049
    -0.86862193    0.        ]
 [  -1.62975408    1.6890198     3.76351416 ...   -3.25311845
    -5.81331247    0.        ]
 [   9.21820584    3.20113812   -0.44700765 ...   -7.81402628
    -4.27238684    0.        ]]",siren
61,"[[-188.11197462 -184.60584306 -186.19862987 ... -215.98692527
  -220.84467263    0.        ]
 [ 120.65062315  124.31830608  123.72151884 ...  138.88459641
   132.7941432     0.        ]
 [ -65.13281244  -67.23176311  -69.99083156 ...  -68.76318777
   -72.66109174    0.        ]
 ...
 [  -2.85820103   -5.21001558   -6.12697718 ...    4.6559335
    10.96862334    0.        ]
 [  -7.00044862   -5.65716239   -2.64662926 ...    3.991091
     8.75448044    0.        ]
 [ -23.9994855   -15.91213462  -14.52536037 ...  -14.9730666
   -11.94179902    0.        ]]",siren
62,"[[-177.63801148 -187.35400332 -202.93108072 ... -224.96991107
  -219.46325212    0.        ]
 [ 115.49699273  121.85190686  135.03377665 ...  144.29305371
   147.73821381    0.        ]
 [ -52.61707759  -55.22209401  -66.07873378 ...  -57.27781526
   -59.72221199    0.        ]
 ...
 [   2.07626359    2.91423401    1.25626665 ...   10.296451
     5.77583221    0.        ]
 [  -1.29433315   -0.48704276   -1.68157552 ...    5.43323313
     2.88640506    0.        ]
 [  -4.71222869   -4.85569242  -10.92949724 ...   -2.91310523
     1.87327962    0.        ]]",siren
63,"[[-385.22864588 -356.84683381 -345.93447683 ... -338.72111149
  -345.17764463    0.        ]
 [ 154.09530891  158.25062859  163.58968549 ...  167.15839688
   156.32926348    0.        ]
 [ -30.13787719  -32.97363088  -30.4297313  ...  -31.39801406
   -26.56895732    0.        ]
 ...
 [  -7.02317096   -2.33141739    0.52184698 ...    8.69525744
     6.92936636    0.        ]
 [  -0.85665791    2.3057387     6.73533923 ...    5.19716677
    12.35618165    0.        ]
 [   0.820726      1.97286251    6.58357113 ...    3.49844546
     5.45001682    0.        ]]",engine_idling
64,"[[-345.85499609 -343.91255906 -342.85163428 ... -344.21771372
  -335.91789885    0.        ]
 [ 159.76749702  163.11608106  163.50768808 ...  164.50537561
   176.96493919    0.        ]
 [ -25.36207082  -29.963292    -35.03094101 ...  -29.94300148
   -21.41555547    0.        ]
 ...
 [   6.58520422    1.73756092   -4.8543952  ...   -0.85436894
     1.1842415     0.        ]
 [   8.97806827    4.71066143    3.81085043 ...    3.16410688
     2.51277161    0.        ]
 [   3.5388308     3.71875011    3.50410998 ...   -1.46859786
    -4.12374556    0.        ]]",engine_idling
65,"[[-3.50247727e+02 -3.47073465e+02 -3.45247825e+02 ... -3.49568108e+02
  -3.44952055e+02  0.00000000e+00]
 [ 1.44465637e+02  1.55392955e+02  1.64359124e+02 ...  1.58360090e+02
   1.59084274e+02  0.00000000e+00]
 [-3.77501228e+01 -3.88969695e+01 -3.47021841e+01 ... -3.48658935e+01
  -2.62536791e+01  0.00000000e+00]
 ...
 [ 5.45923384e+00  4.74305530e+00  3.63453706e+00 ...  4.10204461e+00
  -2.70962421e+00  0.00000000e+00]
 [ 3.81765733e+00  3.11324211e+00  3.01164329e+00 ...  3.14846646e+00
   3.70181434e+00  0.00000000e+00]
 [-2.36560076e-01  6.61352297e-01  6.19493976e+00 ...  2.63939515e+00
   8.10786989e+00  0.00000000e+00]]",engine_idling
66,"[[-342.15584167 -339.99436917 -342.81817904 ... -336.73211601
  -339.89289489    0.        ]
 [ 142.47405486  150.85455936  159.89890126 ...  165.79272236
   162.44542097    0.        ]
 [ -10.84034538  -21.05137322  -34.51723604 ...  -36.36690481
   -33.81583715    0.        ]
 ...
 [   0.77612129   -0.43194476   -2.89200777 ...    2.16865983
    -0.93195193    0.        ]
 [   4.36402781    2.85168689   -0.70543431 ...    3.05738721
     2.95298091    0.        ]
 [   7.59618279    3.94375808   -2.57821392 ...    1.06286111
    -2.17673258    0.        ]]",engine_idling
67,"[[-3.39194248e+02 -3.37197844e+02 -3.40874009e+02 ... -3.42576037e+02
  -3.45572478e+02  0.00000000e+00]
 [ 1.52139129e+02  1.59391890e+02  1.63066845e+02 ...  1.59569882e+02
   1.52900800e+02  0.00000000e+00]
 [-2.33569583e+01 -3.13288988e+01 -3.39412448e+01 ... -3.37915973e+01
  -3.08592640e+01  0.00000000e+00]
 ...
 [ 5.15257892e+00 -1.15380859e+00 -1.19541060e-01 ... -9.67604927e+00
  -8.01110667e+00  0.00000000e+00]
 [-1.57631218e+00  3.95928129e-02  3.60698934e+00 ...  5.68015625e-01
   1.78386653e+00  0.00000000e+00]
 [ 1.32148287e+00 -2.42901512e-01  2.31982851e+00 ...  4.93747463e+00
   3.02216438e+00  0.00000000e+00]]",engine_idling
68,"[[-343.18395242 -342.15462195 -348.37276073 ... -343.80092022
  -346.99569895    0.        ]
 [ 136.95813898  149.7343671   157.97536993 ...  161.05722023
   155.68953959    0.        ]
 [ -13.43949269  -21.41999069  -35.18480125 ...  -36.71549751
   -35.19473689    0.        ]
 ...
 [   3.38651489    5.11518748    6.97657788 ...    4.15443377
     2.25828099    0.        ]
 [   5.85727238    5.48083493    4.06425849 ...    2.9649339
     6.9218005     0.        ]
 [   5.32625556    0.4581764    -4.5304954  ...   -1.53212399
     1.97790544    0.        ]]",engine_idling
69,"[[-339.8211253  -344.0361797  -346.79113799 ... -340.16563768
  -346.11127442    0.        ]
 [ 156.78896009  158.65327864  160.63857928 ...  156.43874775
   157.03301931    0.        ]
 [ -27.21052305  -35.07020371  -38.78150474 ...  -34.92894675
   -25.83251548    0.        ]
 ...
 [   1.08236349   -2.21213444   -5.44479873 ...    1.15027955
     3.45874789    0.        ]
 [  -4.58985147   -1.8108505     3.49530696 ...    5.69202149
     7.41625014    0.        ]
 [  -3.52717145   -2.71866873    6.01645536 ...    1.2521313
    -2.64461202    0.        ]]",engine_idling
70,"[[-3.43646763e+02 -3.37256749e+02 -3.43350979e+02 ... -3.14558580e+02
  -3.21248130e+02  0.00000000e+00]
 [ 1.35041888e+02  1.44234958e+02  1.54544468e+02 ...  1.40026213e+02
   1.41074980e+02  0.00000000e+00]
 [-1.58860979e+01 -2.65606598e+01 -3.59566578e+01 ... -1.92043685e+01
  -1.63473122e+01  0.00000000e+00]
 ...
 [-2.05158352e+00  1.26659264e-01 -2.00122698e+00 ... -1.66210964e+00
  -6.70487998e+00  0.00000000e+00]
 [ 2.39227950e-01  7.93773464e-01 -1.05255812e+00 ...  2.12766570e+00
  -8.30065925e-01  0.00000000e+00]
 [ 9.98117297e+00  2.63094241e+00 -2.31758211e+00 ... -2.20532957e+00
   8.29507640e-01  0.00000000e+00]]",engine_idling
71,"[[-3.37087041e+02 -3.37435805e+02 -3.38500142e+02 ... -3.34592104e+02
  -3.38571813e+02  0.00000000e+00]
 [ 1.56685205e+02  1.59249784e+02  1.57903114e+02 ...  1.49638958e+02
   1.51727846e+02  0.00000000e+00]
 [-1.93531205e+01 -2.97460085e+01 -3.30347299e+01 ... -2.72551023e+01
  -2.80849173e+01  0.00000000e+00]
 ...
 [ 5.89348186e+00 -2.14324953e-01 -3.41224590e+00 ... -4.33922980e-01
  -4.90237470e+00  0.00000000e+00]
 [-2.77120961e+00  1.88837480e+00  5.61860515e+00 ...  5.26985677e+00
   4.11014432e+00  0.00000000e+00]
 [-7.30823466e+00 -4.84798294e-01  5.96235615e+00 ...  5.63355051e+00
   1.50310137e+00  0.00000000e+00]]",engine_idling
72,"[[-316.40871768 -319.59238616 -327.14847446 ... -333.67119594
  -343.12463579    0.        ]
 [ 139.84920356  146.99581788  154.11237999 ...  154.25385852
   149.24403258    0.        ]
 [  -2.53068873  -12.85463949  -23.39021286 ...  -35.67216009
   -35.17830111    0.        ]
 ...
 [   2.75046007    2.69732454   -0.69654481 ...    0.72176932
    -0.60294313    0.        ]
 [   2.69615725    1.42982693   -0.81974956 ...    4.66607217
     4.96747216    0.        ]
 [   6.575456      4.79292023    1.06153585 ...    0.74764492
     8.56856458    0.        ]]",engine_idling
73,"[[-3.31534562e+02 -3.33224169e+02 -3.37421600e+02 ... -3.37003846e+02
  -3.37604740e+02  0.00000000e+00]
 [ 1.47853811e+02  1.50237034e+02  1.52979704e+02 ...  1.53938247e+02
   1.52080753e+02  0.00000000e+00]
 [-1.31913323e+01 -2.31585277e+01 -3.45167611e+01 ... -3.07186965e+01
  -3.24661382e+01  0.00000000e+00]
 ...
 [ 1.96082694e+00 -1.25571596e+00 -3.26097303e+00 ...  1.92232404e-01
   3.46244983e+00  0.00000000e+00]
 [ 1.98092818e+00  3.56471674e+00  7.70692855e+00 ...  4.92448386e+00
   4.08274373e+00  0.00000000e+00]
 [ 3.00910010e+00  6.63960265e+00  8.28467522e+00 ...  6.75574279e+00
   5.37338334e+00  0.00000000e+00]]",engine_idling
74,"[[-3.31760007e+02 -3.28991689e+02 -3.31864013e+02 ... -3.32394006e+02
  -3.40533931e+02  0.00000000e+00]
 [ 1.46022943e+02  1.53389553e+02  1.57733343e+02 ...  1.54506491e+02
   1.46088823e+02  0.00000000e+00]
 [-1.71433217e+01 -2.51619015e+01 -3.01838533e+01 ... -2.60816822e+01
  -1.80476706e+01  0.00000000e+00]
 ...
 [-2.95940560e+00 -4.23897664e+00 -1.60329530e+00 ...  3.54380059e-01
  -3.07109506e+00  0.00000000e+00]
 [ 3.34519364e+00  3.98672888e+00  2.98186602e+00 ...  3.59183142e+00
   4.18875425e+00  0.00000000e+00]
 [ 3.43206119e+00  2.28895949e+00  2.65072999e-01 ... -5.14358512e+00
  -3.48460017e+00  0.00000000e+00]]",engine_idling
