,Unnamed: 0,feature,class_label
46,46,"[[-60.15315209 -54.64411961 -55.33391205 ... -32.9723679  -40.2611217
    0.        ]
 [ 70.60049139  72.43697921  77.20918098 ...  62.97865307  58.83270849
    0.        ]
 [-42.97821987 -46.11227731 -48.11340419 ... -41.05821334 -40.68643578
    0.        ]
 ...
 [  0.93612341   2.53347359   3.13202694 ...   2.144343    -5.3809862
    0.        ]
 [  1.70761453   2.97252514  -3.70676312 ...  -0.91274744  -1.69196942
    0.        ]
 [ -4.26962994   1.71935748   1.77084435 ...   2.78660015  -2.18989686
    0.        ]]",noise
47,47,"[[-48.56874193 -44.4996605  -47.77119772 ... -51.13988663 -53.53891686
    0.        ]
 [ 78.51925679  79.24200378  81.86872853 ...  82.23476043  79.72277415
    0.        ]
 [-46.4689     -50.70477109 -53.73441557 ... -55.45824307 -48.04505906
    0.        ]
 ...
 [  6.71519043   6.55679057   6.72061443 ...  -6.04545709  -9.17133587
    0.        ]
 [ -0.71193552  -1.10280726  -4.11797858 ...  -6.14883272 -11.15088648
    0.        ]
 [ -4.15146451  -1.88055737   1.14271115 ...   0.51134017  -3.65685051
    0.        ]]",noise
48,48,"[[-58.3628912  -46.31899086 -49.21891288 ... -59.86808308 -64.7965055
    0.        ]
 [ 70.11529913  78.87705882  87.97463787 ...  78.11367716  72.32343484
    0.        ]
 [-38.43455925 -40.79632766 -50.66959294 ... -52.21575995 -51.94224745
    0.        ]
 ...
 [  0.30720154  -0.45348293   3.8994341  ...   4.86435949   2.75175468
    0.        ]
 [ -4.37469448  -3.41702911  -5.19795533 ...  -0.70270517  -2.68177725
    0.        ]
 [ -2.70213458   1.25483998   5.75877855 ...   1.09699599  -0.99747208
    0.        ]]",noise
49,49,"[[-45.22980306 -46.5901489  -53.32124359 ... -45.91118327 -49.07400037
    0.        ]
 [ 60.30517533  72.5547552   81.0335762  ...  79.9857288   73.57768614
    0.        ]
 [-53.26460684 -54.13850189 -46.91020092 ... -46.68781721 -45.64712714
    0.        ]
 ...
 [  0.64548873  -0.28479624   1.67923982 ...   1.49432945   0.79276844
    0.        ]
 [  0.22338738  -3.2451113   -8.80784214 ...  -0.35617607   0.52600311
    0.        ]
 [  2.74810327   1.39430409  -1.66030753 ...   2.62365701  -4.03159021
    0.        ]]",noise
50,50,"[[-52.13606191 -51.52358601 -53.21778155 ... -51.7832445  -55.88332435
    0.        ]
 [ 79.16440158  82.392596    89.79955401 ...  79.28414197  78.88462892
    0.        ]
 [-50.59336693 -49.28999117 -45.14272277 ... -52.27652875 -41.24284753
    0.        ]
 ...
 [  0.41326134  -1.03910988   0.79511712 ...   2.35600603   0.36459042
    0.        ]
 [ -2.046904    -2.8177135   -4.7625353  ...  -0.14195052   1.4050272
    0.        ]
 [ -3.5199901   -1.49613688  -1.81364103 ...   1.49219721   4.35300181
    0.        ]]",noise
51,51,"[[-48.15617765 -24.40505671  15.95697696 ... -52.31516508 -53.75957234
    0.        ]
 [ 70.42142565  64.11823084  60.89855446 ...  82.5110541   74.70898246
    0.        ]
 [-43.77477545 -44.52045424 -48.73086489 ... -44.18249107 -43.35734372
    0.        ]
 ...
 [ -2.56243164  -2.59709612   0.30973066 ...   2.7648628   -0.08509449
    0.        ]
 [  1.6250174   -4.3697839  -12.60223903 ...   1.31922856   3.97429416
    0.        ]
 [  3.2104911    4.52777396   2.55139425 ...  -1.85613894  -2.04218906
    0.        ]]",noise
52,52,"[[-62.79514383 -55.88854868 -51.78187308 ... -39.74658616 -50.04412721
    0.        ]
 [ 74.92095452  82.7648525   84.76291556 ...  86.42268183  79.51606927
    0.        ]
 [-48.75795389 -52.60673414 -54.23287526 ... -46.37282175 -38.34093979
    0.        ]
 ...
 [ 11.44344188   4.63525672   2.35418138 ...   4.41212618   0.25443597
    0.        ]
 [  0.99756552  -2.3029736   -7.13613497 ...  -1.94147624   1.29371139
    0.        ]
 [  6.03476003   5.44379852  -0.75446213 ...  -2.63095377  -1.07057377
    0.        ]]",noise
53,53,"[[-6.91649156e+02 -5.26616747e+02 -4.44963881e+02 ... -4.53090506e+01
  -7.19893079e+01  0.00000000e+00]
 [ 1.49629158e+01  4.62356628e+01  5.54847197e+01 ... -1.47265594e+01
  -6.03080562e+00  0.00000000e+00]
 [-1.28139343e+01 -5.71449959e+01 -5.90407187e+01 ... -7.95821270e+01
  -7.54485199e+01  0.00000000e+00]
 ...
 [-5.33802037e+00  2.68207575e+00  2.66461513e+00 ...  1.23558987e+01
   6.39407985e+00  0.00000000e+00]
 [-4.44170888e+00  5.72687319e+00  8.23516553e+00 ...  2.90965983e+00
   2.21126093e+00  0.00000000e+00]
 [ 1.35068930e+00  2.16210042e+00 -9.21571342e-02 ...  5.01297724e+00
   3.47724977e+00  0.00000000e+00]]",noise
54,54,"[[-87.59362228 -79.57917472 -61.1245336  ... -96.78764461 -97.73635756
    0.        ]
 [  3.32815816   3.60916592   2.78374887 ...  85.3311479   86.24151104
    0.        ]
 [-71.95749276 -76.64979952 -77.87114268 ... -75.45619968 -59.93071656
    0.        ]
 ...
 [ -0.90244327  -0.8133682    1.70022184 ...  -1.12860901  -2.42074541
    0.        ]
 [ -1.84354038  -1.7259232   -0.91424328 ...  -4.72223976 -11.51126071
    0.        ]
 [ -2.14405037  -1.9160294   -0.3063906  ...   5.38885838   0.21072217
    0.        ]]",noise
55,55,"[[-161.99531478 -164.8875245  -175.60525229 ...  -59.96620585
   -48.61863492    0.        ]
 [  32.3022691    38.41679576   42.3788527  ...   83.94191063
    82.02783219    0.        ]
 [ -93.43380571  -85.50365682  -75.81535455 ...  -76.81760102
   -62.13702141    0.        ]
 ...
 [   1.79646845   -0.44806502   -6.23574099 ...   -0.36807367
     1.41907636    0.        ]
 [  -6.62120039   -6.17768532   -4.41976876 ...    1.77291107
    -3.50225351    0.        ]
 [  -1.85703719    0.98088733    0.61492039 ...    3.01036524
    -2.88203808    0.        ]]",noise
56,56,"[[-1.99688044e+02 -2.08687660e+02 -2.31418721e+02 ... -2.44931533e+02
  -2.48024513e+02  0.00000000e+00]
 [ 6.17853470e+01  4.68871731e+01  1.31795850e+01 ...  2.37717966e+01
   4.25186432e+01  0.00000000e+00]
 [-1.05461974e+02 -1.26177015e+02 -1.60732518e+02 ... -1.16464925e+02
  -1.07617063e+02  0.00000000e+00]
 ...
 [ 2.12479144e-01  6.41388788e+00  4.71725794e+00 ... -5.68850383e+00
  -1.39970905e+01  0.00000000e+00]
 [-1.59846956e+01 -1.02776078e+01 -1.95413851e+00 ... -4.99360411e+00
  -7.39315150e+00  0.00000000e+00]
 [ 2.42788707e+00 -6.61304471e+00 -3.52615972e+00 ...  3.27044593e+00
   1.10840226e+01  0.00000000e+00]]",noise
57,57,"[[-250.34671851 -259.55270038 -277.23391694 ... -354.16488129
  -342.56861567    0.        ]
 [  35.90874498   28.01511179   15.54876034 ...   73.73116952
    81.84915945    0.        ]
 [-101.17931735 -105.26867973 -110.06892767 ...  -79.36192046
   -77.48190274    0.        ]
 ...
 [ -14.5502251   -14.38591561  -12.67808123 ...    1.12601693
     1.05707036    0.        ]
 [  -2.13450803   -0.91647605   -3.35361776 ...    2.99615739
     2.75917974    0.        ]
 [   9.44323356   10.91833361    7.0813194  ...    4.62737936
     4.00689964    0.        ]]",noise
58,58,"[[-189.89761031 -216.96636021 -278.83962622 ... -259.97205594
  -233.02253223    0.        ]
 [  47.95703955   48.53200944   55.43598288 ...   75.81978005
    65.07567114    0.        ]
 [ -83.64099715  -86.11202063 -100.82797731 ...  -75.92249073
   -70.28397763    0.        ]
 ...
 [   8.01899011    6.41790311    4.96271937 ...  -12.56116697
   -10.91848297    0.        ]
 [  18.69165479   14.66624308    6.9035843  ...    0.92870666
     3.33860477    0.        ]
 [  -1.53872917   -1.46462213    0.39610358 ...    2.38104021
    -1.24765914    0.        ]]",noise
59,59,"[[-3.28719244e+02 -3.27208451e+02 -3.33156619e+02 ... -1.74855915e+02
  -1.58618688e+02  0.00000000e+00]
 [ 1.00750560e+02  9.95648433e+01  9.59907093e+01 ...  1.03452313e+02
   1.29565424e+02  0.00000000e+00]
 [-5.72197804e+01 -6.36268065e+01 -5.59433612e+01 ... -1.05323353e+02
  -8.48715144e+01  0.00000000e+00]
 ...
 [ 8.56496150e-01  6.05931453e+00  5.34910180e+00 ...  1.39898978e+00
   1.17234397e+00  0.00000000e+00]
 [-6.80832344e+00 -2.80548660e-01  5.73602686e-01 ...  5.28981502e-01
   2.39395370e+00  0.00000000e+00]
 [-3.25562508e+00  1.76298132e+00  2.68494210e+00 ...  3.41858646e+00
  -1.20435672e+00  0.00000000e+00]]",noise
60,60,"[[-369.01170711 -358.94123907 -353.47860614 ... -322.71759989
  -319.6787521     0.        ]
 [ 100.5568921   110.85372741  112.98634803 ...   69.75899706
    61.15763637    0.        ]
 [ -43.44667183  -49.75340585  -55.89689774 ...  -62.68656211
   -58.63718815    0.        ]
 ...
 [  -0.61811205    7.63811108   17.42813132 ...    4.27620376
     3.95224811    0.        ]
 [  -5.38843369    2.71345643   13.16942789 ...    0.41354897
     1.10206268    0.        ]
 [ -10.40861826   -4.57858466    3.95500883 ...   -3.57808096
    -1.12035094    0.        ]]",noise
61,61,"[[-2.67480867e+02 -2.60469645e+02 -2.61038163e+02 ... -3.58179357e+02
  -3.78515408e+02  0.00000000e+00]
 [ 7.28656841e+01  5.87982429e+01  5.84611329e+01 ...  9.74675681e+01
   1.05086406e+02  0.00000000e+00]
 [-6.95795807e+01 -8.94107333e+01 -1.07546577e+02 ... -7.53907694e+01
  -5.57151962e+01  0.00000000e+00]
 ...
 [ 6.20766156e+00  1.51379655e+00 -3.54323656e+00 ...  6.13814036e+00
   9.13158266e-02  0.00000000e+00]
 [ 1.45093544e+01  1.06336052e+01 -2.37543667e+00 ...  5.30083152e+00
  -7.69734212e-01  0.00000000e+00]
 [-3.41991753e+00  8.09583482e+00  1.50667700e+01 ... -4.19575703e+00
  -2.51188215e+00  0.00000000e+00]]",noise
62,62,"[[-3.53189049e+02 -3.58741677e+02 -3.72755952e+02 ... -3.52269517e+02
  -3.51545436e+02  0.00000000e+00]
 [ 8.62379174e+01  8.23108326e+01  7.45515660e+01 ...  7.80446964e+01
   8.54732782e+01  0.00000000e+00]
 [-6.71737818e+01 -7.35243018e+01 -7.88076684e+01 ... -6.92002171e+01
  -6.52592702e+01  0.00000000e+00]
 ...
 [-4.41501054e+00 -3.82632989e+00 -1.16625773e-01 ...  2.54866137e+00
  -1.31216521e+00  0.00000000e+00]
 [-4.66609192e+00 -3.24455291e-01  2.16569883e+00 ...  3.75182502e+00
   9.63042167e-01  0.00000000e+00]
 [-6.04879639e+00 -3.21586902e+00 -2.35607214e+00 ... -1.70219629e+00
  -6.75860171e+00  0.00000000e+00]]",noise
63,63,"[[-344.87130291 -358.14342011 -384.44028762 ... -366.41100465
  -353.62257922    0.        ]
 [ 104.27262196   96.50963842   87.68442454 ...   81.08748999
    88.20423961    0.        ]
 [ -37.3790754   -50.11596308  -66.25141362 ... -113.56187733
  -112.78097514    0.        ]
 ...
 [   7.5612839     8.74277471    3.62917743 ...   -1.82727346
     3.62344323    0.        ]
 [  16.10741631   10.79617197    3.58848432 ...   -4.5000299
    -4.58762948    0.        ]
 [   1.6740701    -1.88293659   -5.34033972 ...    4.28234405
     4.43120675    0.        ]]",noise
64,64,"[[-5.21274739e+02 -5.19199141e+02 -5.18594058e+02 ... -3.92640991e+02
  -3.54826763e+02  0.00000000e+00]
 [ 1.43386337e+01  1.71787996e+01  1.81046955e+01 ...  1.51305040e+02
   1.80120185e+02  0.00000000e+00]
 [ 1.35271102e+01  1.61215838e+01  1.72600597e+01 ...  6.28363251e+01
   5.56611929e+01  0.00000000e+00]
 ...
 [ 3.53854638e-01 -3.32359715e+00 -4.83569196e+00 ... -1.15221071e+00
  -2.36461879e+00  0.00000000e+00]
 [ 4.51832537e-01 -3.06708457e+00 -4.64734311e+00 ...  2.54924913e+00
   2.39683333e+00  0.00000000e+00]
 [ 4.35633306e-01 -2.79783053e+00 -4.41263891e+00 ...  1.37476442e+00
   1.24006500e-01  0.00000000e+00]]",noise
65,65,"[[-524.23855615 -522.14479186 -520.07733792 ... -514.91607306
  -512.78327744    0.        ]
 [  15.23334264   17.90451793   21.00109015 ...   28.09308394
    30.89796605    0.        ]
 [  13.12756076   15.18737988   18.63559664 ...   25.0840629
    27.33180404    0.        ]
 ...
 [  -2.13382228   -3.28953445   -4.69200608 ...   -1.28836104
    -1.22310426    0.        ]
 [  -2.20265904   -3.31306349   -4.57886896 ...   -1.57657184
    -2.10079953    0.        ]
 [  -2.49997128   -3.09919264   -4.06980361 ...   -1.98094723
    -2.91783157    0.        ]]",noise
66,66,"[[-1.57530515e+02 -1.81471932e+02 -2.51987467e+02 ... -3.39243726e+02
  -3.75882949e+02  0.00000000e+00]
 [ 1.44973654e+02  1.52375173e+02  1.37013562e+02 ...  1.46313776e+02
   1.25371850e+02  0.00000000e+00]
 [ 1.61856156e+01  4.40451309e+00 -2.01415619e+01 ...  2.56949721e+00
   3.48511168e+00  0.00000000e+00]
 ...
 [-9.71593938e-01 -7.04881187e-01  1.85125213e+00 ...  3.09379309e-03
  -1.41949077e+00  0.00000000e+00]
 [-4.34988335e+00 -4.06838018e-01  3.00517242e+00 ... -5.70329977e-01
  -2.74218263e+00  0.00000000e+00]
 [ 2.98084950e-01  5.15736507e+00  7.72562722e+00 ... -4.76413690e+00
  -3.99844520e-01  0.00000000e+00]]",noise
67,67,"[[-162.50125378 -165.2889982  -175.33237928 ... -164.01565767
  -128.00258033    0.        ]
 [   8.05537052   16.34493585   19.11103601 ...   -9.97204542
   -29.75806356    0.        ]
 [  13.12581981   10.8309265     5.72333185 ...   40.26865889
    23.76029015    0.        ]
 ...
 [  -1.02985805   -0.88252002    1.46739028 ...    1.4024672
    -6.61298266    0.        ]
 [   2.76113641    0.23594002   -0.78190926 ...   -7.23287318
    -7.28323917    0.        ]
 [   4.89365126    2.29247247    3.38477933 ...    2.49811619
     1.15916631    0.        ]]",noise
68,68,"[[-253.23068229 -248.42362797 -253.86988571 ... -220.12363587
  -232.94696999    0.        ]
 [  69.14655484   72.05853932   66.45457966 ...   36.12983712
    35.49452349    0.        ]
 [  15.14164684   12.05771328    9.83801126 ...   10.89719009
     7.52704314    0.        ]
 ...
 [   0.88198426    2.82723611    5.82494233 ...    8.70627587
     9.66785343    0.        ]
 [  -1.01337366   -2.08081347   -5.46178902 ...    4.80702105
    -1.64128525    0.        ]
 [  -4.73435904   -2.59071699   -0.46690141 ...    4.71168416
    -0.59673223    0.        ]]",noise
69,69,"[[-2.14076650e+02 -2.03492352e+02 -2.03589766e+02 ... -1.79657617e+02
  -1.87211236e+02  0.00000000e+00]
 [-5.42087406e+00 -9.16212158e-02  1.52146548e+01 ...  1.46078575e+01
   2.57614877e+01  0.00000000e+00]
 [ 5.29201933e+01  5.32883470e+01  5.05747857e+01 ...  1.93876013e+01
   1.20402701e+01  0.00000000e+00]
 ...
 [-1.72275410e+00  1.68859355e+00  8.72296529e-01 ...  1.93711420e+00
  -4.24987862e-01  0.00000000e+00]
 [ 1.83383941e+00  7.96494128e-01 -1.29002010e+00 ...  5.36270676e-01
  -2.14435838e+00  0.00000000e+00]
 [ 2.75888308e+00  2.39679306e+00 -1.60051475e-01 ...  1.60185483e+00
   1.67936400e-01  0.00000000e+00]]",noise
70,70,"[[-2.33803979e+02 -2.24949974e+02 -2.20559797e+02 ... -2.27246988e+02
  -2.25094114e+02  0.00000000e+00]
 [ 3.26513081e+01  3.84468886e+01  4.65913604e+01 ...  4.29308517e+01
   4.35637033e+01  0.00000000e+00]
 [ 1.27189285e+01  1.12698907e+01  1.27776936e+01 ...  1.15422306e+01
   1.46787146e+01  0.00000000e+00]
 ...
 [ 5.15916673e+00  4.74500616e+00  4.52963547e+00 ... -3.54677347e-01
   4.89349507e-02  0.00000000e+00]
 [ 1.64789396e+00  1.71637927e+00  1.79232845e+00 ... -1.41735624e+00
   6.59532032e+00  0.00000000e+00]
 [ 4.74265985e+00  5.51673816e+00  3.76972919e+00 ...  3.76864342e-01
   1.58913123e+00  0.00000000e+00]]",noise
71,71,"[[-1.94329880e+02 -1.91371344e+02 -1.95973612e+02 ... -2.59247875e+02
  -2.62758595e+02  0.00000000e+00]
 [ 2.64600063e+01  2.77931457e+01  2.41727426e+01 ...  6.99822884e+01
   7.20951956e+01  0.00000000e+00]
 [ 1.18235459e+01  8.98893031e+00  8.39691184e+00 ...  1.62186352e+01
   1.81776978e+01  0.00000000e+00]
 ...
 [ 1.54144146e+00  4.20800533e-01  3.95661431e+00 ...  4.81543707e-01
   2.13025262e+00  0.00000000e+00]
 [-5.56980909e+00 -2.93721947e+00  5.14303889e-01 ...  1.05992733e+00
   2.90347320e+00  0.00000000e+00]
 [ 4.16099225e-02  4.56089060e+00  4.66692125e+00 ... -1.66053273e+00
  -2.89770197e+00  0.00000000e+00]]",noise
72,72,"[[-270.0089892  -264.42189815 -266.55176659 ... -274.74889797
  -288.07281236    0.        ]
 [  68.23132231   70.67681827   70.74323175 ...   81.5144783
    76.95075628    0.        ]
 [   9.49339518   10.69082766    8.31663236 ...    8.22061949
    10.67856458    0.        ]
 ...
 [   3.54621096    7.16572738    7.25692617 ...   -1.57449455
     2.67893862    0.        ]
 [  -2.58660983    0.99964499    4.84456098 ...   -4.47629767
    -2.82348602    0.        ]
 [  -5.0195023    -0.63849232    0.53242597 ...   -5.41582351
    -4.54083977    0.        ]]",noise
73,73,"[[-252.43871687 -258.31107509 -272.90629961 ... -207.47498156
  -213.77587154    0.        ]
 [  44.52197953   64.89823768   80.66410316 ...    2.33381074
     2.00455265    0.        ]
 [  10.02904577   15.16543249   12.36425966 ...   58.7360711
    59.90879431    0.        ]
 ...
 [   4.41665434   -0.9548006    -3.32565755 ...    3.78330494
    -4.37153534    0.        ]
 [   1.35813679    1.53914276    3.24451709 ...    1.24418603
     1.06165616    0.        ]
 [   1.15684167   -0.3562755    -1.65917856 ...    1.54599998
     7.40016066    0.        ]]",noise
74,74,"[[-2.80095121e+02 -2.75261487e+02 -2.71777739e+02 ... -2.81867289e+02
  -2.89037239e+02  0.00000000e+00]
 [ 8.52149373e+01  8.48616103e+01  8.40370317e+01 ...  8.75015949e+01
   8.21873784e+01  0.00000000e+00]
 [ 9.87327253e+00  9.72785665e+00  6.59645647e+00 ...  4.68217847e+00
   4.33845256e+00  0.00000000e+00]
 ...
 [ 3.30509594e+00  6.38426955e-01 -6.61571215e-01 ...  6.64678111e-01
  -1.40903068e+00  0.00000000e+00]
 [-1.47759295e-01  7.80928240e-01  1.05907196e+00 ...  1.06135984e+00
   3.65848561e+00  0.00000000e+00]
 [-2.04192349e+00 -3.12029220e+00 -1.04108592e+00 ... -2.84190469e+00
  -4.20587866e+00  0.00000000e+00]]",noise
75,75,"[[-162.96377829 -184.71524671 -211.99899438 ... -195.16034442
  -159.69380267    0.        ]
 [  -7.78274139   -1.02436075    6.93377876 ...   -9.71500148
   -24.54379969    0.        ]
 [  19.99384419   34.01832492   44.84553996 ...   46.12668318
    27.06061715    0.        ]
 ...
 [   4.47024393    0.2335381    -0.57622558 ...    5.51645349
    -1.95560597    0.        ]
 [  -8.39557871   -6.84402765   -6.31497955 ...   -0.99057886
     1.29321161    0.        ]
 [   0.43036375    2.1171512     4.25543178 ...    6.24726048
     2.5015129     0.        ]]",noise
76,76,"[[-2.25415191e+02 -2.18933972e+02 -2.16362392e+02 ... -2.87865145e+02
  -2.87930649e+02  0.00000000e+00]
 [ 2.81149172e+00  6.95212671e+00  8.15714248e+00 ...  9.36788989e+01
   9.83168707e+01  0.00000000e+00]
 [ 5.26068375e+01  5.23538604e+01  4.76603149e+01 ...  4.46247482e+00
   1.95126495e+00  0.00000000e+00]
 ...
 [ 6.36768927e+00  1.90812389e+00  1.53473549e+00 ...  3.60393736e+00
   2.55938950e+00  0.00000000e+00]
 [-1.18722547e+01 -6.02833882e+00 -2.09737436e+00 ...  2.15249286e+00
   3.44206740e+00  0.00000000e+00]
 [ 2.05078926e+00  2.26149126e+00  7.24101810e+00 ...  1.37388007e-01
  -1.02224726e+00  0.00000000e+00]]",noise
77,77,"[[-2.72917383e+02 -2.73919068e+02 -2.76097059e+02 ... -2.09767983e+02
  -2.06580931e+02  0.00000000e+00]
 [ 7.65819788e+01  8.13853993e+01  8.46374208e+01 ... -1.30592305e+00
  -6.91965619e+00  0.00000000e+00]
 [ 1.11304244e+01  9.99673796e+00  5.48249339e+00 ...  4.55142821e+01
   3.84804100e+01  0.00000000e+00]
 ...
 [-8.57833799e-01 -1.38778413e+00 -5.62153740e-01 ...  1.36362188e+00
   1.06899139e+00  0.00000000e+00]
 [ 9.77874684e-02 -2.88534798e-01  1.94044672e+00 ... -3.15955963e+00
  -9.50717968e+00  0.00000000e+00]
 [-6.55377366e-01  2.08630273e+00  3.18936384e+00 ... -2.27940640e-01
   1.89518476e+00  0.00000000e+00]]",noise
78,78,"[[-2.89890472e+02 -2.87501014e+02 -2.87142730e+02 ... -2.06832043e+02
  -2.19923526e+02  0.00000000e+00]
 [ 8.92314688e+01  9.56148676e+01  9.71894663e+01 ...  2.48989694e-03
   7.58014505e+00  0.00000000e+00]
 [ 1.21275171e+01  9.95702384e+00  7.78358329e+00 ...  5.30859168e+01
   4.85538750e+01  0.00000000e+00]
 ...
 [ 1.82561032e+00  3.79473847e+00  3.55796353e+00 ...  2.67587920e+00
   1.63746920e+00  0.00000000e+00]
 [ 1.63570087e+00  2.92426583e+00  6.27606543e-01 ... -5.01739973e-01
  -4.11957145e+00  0.00000000e+00]
 [-3.38478412e+00 -3.35258167e+00 -4.99339156e+00 ...  2.18118023e+00
   7.26350616e+00  0.00000000e+00]]",noise
79,79,"[[-233.63032766 -220.11941363 -216.91659474 ... -209.49273668
  -218.01294342    0.        ]
 [   6.67883501   -0.5442349     9.67415147 ...   14.23075943
    18.40822671    0.        ]
 [  49.70316134   52.08886847   45.72910478 ...   62.7969083
    57.76249787    0.        ]
 ...
 [  -0.48369051    2.59944809    7.94901218 ...    0.56122815
     0.62446782    0.        ]
 [  -1.54850318   -1.96568828    1.29528219 ...   -2.49549675
    -7.83874257    0.        ]
 [  -1.30489839    1.6350837     5.78895691 ...    6.34748279
     5.10130841    0.        ]]",noise
80,80,"[[-223.28806633 -215.12698607 -232.10735015 ... -199.90157113
  -191.60363592    0.        ]
 [   0.78546295    2.9977324    23.72247818 ...   -9.87009438
    -8.24887233    0.        ]
 [  48.51575809   45.75543232   35.23621613 ...   56.40448007
    52.72923682    0.        ]
 ...
 [  -1.78397256    0.84004871    1.87100379 ...    7.07364845
    10.10082342    0.        ]
 [  -2.10424801   -5.93805915   -7.0711413  ...    0.70628517
     4.27269427    0.        ]
 [  -0.92340204    0.41406113    5.26426123 ...   -0.92507407
    -3.26003326    0.        ]]",noise
